entry_time,exit_time,direction,entry_mode,htf_impulse_high,htf_impulse_low,drop_pct,fib_zone_low,fib_zone_high,entry_price,stop_price,target_price,tp1_price,tp1_hit,tp1_ratio,tp1_close_weight,exit_price,exit_reason,result_pct
2025-01-01 01:00:00,2025-01-02 08:30:00,SHORT,FIB_ZONE_TP1_BE,99419.99,90791.1,8.679230404267793,92827.51804000001,94087.33598,93825.86,96123.75402000001,90791.1,92308.48000000001,False,0.5,0.5,96123.75402000001,STOP_LOSS_BEFORE_TP1,-2.449105204045033
2025-01-13 13:30:00,2025-01-13 14:30:00,SHORT,FIB_ZONE_TP1_BE,97839.5,89256.69,8.772336326330365,91282.23316,92535.32342,91131.41,94560.86658,89256.69,90194.05,True,0.5,0.5,89256.69,TP1_AND_TARGET,1.5428708938005027
2025-01-27 04:30:00,2025-01-27 07:00:00,SHORT,FIB_ZONE_TP1_BE,105865.22,97777.77,7.639383359331797,99686.4082,100867.1759,100410.04,102775.8141,97777.77,99093.905,True,0.5,0.5,97777.77,TP1_THEN_TARGET,1.9661405373406806
2025-02-03 00:30:00,2025-02-03 02:00:00,SHORT,FIB_ZONE_TP1_BE,103800.0,91231.0,12.108863198458575,94197.284,96032.35800000001,96511.33,98998.64199999999,91231.0,93871.16500000001,True,0.5,0.5,91231.0,TP1_THEN_TARGET,4.103401642066271
2025-02-12 12:30:00,2025-02-12 13:30:00,SHORT,FIB_ZONE_TP1_BE,102500.01,94088.23,8.20661383350109,96073.41008,97301.52996,95982.97,99286.71003999999,94088.23,95035.6,True,0.5,0.5,94088.23,TP1_AND_TARGET,1.4805282645452629
2025-02-25 13:00:00,2025-02-25 15:30:00,SHORT,FIB_ZONE_TP1_BE,98119.99,86050.99,12.300245852042993,88899.274,90661.348,89051.49,93509.63200000001,86050.99,87551.24,True,0.5,0.5,86050.99,TP1_THEN_TARGET,2.5270492385921894
2025-03-11 04:30:00,2025-03-11 18:30:00,SHORT,FIB_ZONE_TP1_BE,87078.46,76606.0,12.026464409223596,79077.50056,80606.47972,79759.91,83077.98028,76606.0,78182.955,False,0.5,0.5,83077.98028,STOP_LOSS_BEFORE_TP1,-4.160072748326822
2025-03-13 16:30:00,2025-03-13 17:30:00,SHORT,FIB_ZONE_TP1_BE,84539.85,79939.9,5.441161771637886,81025.48819999999,81697.0809,80876.36,82782.6691,79939.9,80408.13,True,0.5,0.5,79939.9,TP1_THEN_TARGET,0.8684181632308887
2025-03-31 13:00:00,2025-03-31 14:00:00,SHORT,FIB_ZONE_TP1_BE,87453.67,81278.52,7.061053012412167,82735.8554,83637.4273,82553.8,85094.7627,81278.52,81916.16,True,0.5,0.5,82553.8,TP1_THEN_BREAKEVEN,0.3861966378289064
2025-04-07 04:30:00,2025-04-07 07:00:00,SHORT,FIB_ZONE_TP1_BE,85579.46,74508.0,12.937052886288376,77120.86456,78737.29772,76989.92,81350.16228,74508.0,75748.95999999999,True,0.5,0.5,74508.0,TP1_THEN_TARGET,2.41777105366521
2025-04-09 00:30:00,2025-04-09 01:00:00,SHORT,FIB_ZONE_TP1_BE,81243.58,74620.0,8.15274265363491,76183.16488,77150.20756,76522.07,78713.37244,74620.0,75571.035,True,0.5,0.5,74620.0,TP1_AND_TARGET,1.8642366836129827
2025-04-10 18:30:00,2025-04-11 01:00:00,SHORT,FIB_ZONE_TP1_BE,83588.0,78464.36,6.129635832894674,79673.53904,80421.59048,79502.07,81630.76952,78464.36,78983.215,True,0.5,0.5,79502.07,TP1_THEN_BREAKEVEN,0.3263154028568127
2025-06-01 16:30:00,2025-06-02 21:00:00,SHORT,FIB_ZONE_TP1_BE,111880.0,103068.55,7.875804433321414,105148.0522,106434.5239,105038.8,108514.0261,103068.55,104053.675,True,0.5,0.5,105038.8,TP1_THEN_BREAKEVEN,0.4689338606305479
2025-06-06 01:00:00,2025-06-06 12:30:00,SHORT,FIB_ZONE_TP1_BE,106500.0,100372.26,5.753746478873245,101818.40664,102713.05668,101830.61,104159.20332,100372.26,101101.435,False,0.5,0.5,104159.20332,STOP_LOSS_BEFORE_TP1,-2.2867321721828047
2025-06-21 21:00:00,2025-06-21 22:00:00,SHORT,FIB_ZONE_TP1_BE,106488.14,100837.9,5.305980553327352,102171.35664,102996.29168,101848.0,104329.74832,100837.9,101342.95,True,0.5,0.5,101848.0,TP1_THEN_BREAKEVEN,0.24794301311758843
2025-07-25 11:30:00,2025-07-25 18:30:00,SHORT,FIB_ZONE_TP1_BE,123218.0,114723.16,6.89415507474557,116727.94224,117968.18888,116543.58,119972.97112,114723.16,115633.37,True,0.5,0.5,116543.58,TP1_THEN_BREAKEVEN,0.3905019907574516
2025-08-03 08:00:00,2025-08-05 19:00:00,SHORT,FIB_ZONE_TP1_BE,119800.0,111920.0,6.57762938230384,113779.68,114930.16,113680.62,116789.84,111920.0,112800.31,True,0.5,0.5,113680.62,TP1_THEN_BREAKEVEN,0.3871856082417556
2025-08-23 03:00:00,2025-08-24 19:30:00,SHORT,FIB_ZONE_TP1_BE,122335.16,111684.79,8.705894527787441,114198.27732,115753.23134,115720.25,118266.71866,111684.79,113702.51999999999,True,0.5,0.5,111684.79,TP1_AND_TARGET,2.615441117695484
2025-09-01 10:00:00,2025-09-01 23:30:00,SHORT,FIB_ZONE_TP1_BE,112937.26,107255.0,5.031342180605404,108596.01336,109425.62332,108859.99,110766.63668,107255.0,108057.495,True,0.5,0.5,108859.99,TP1_THEN_BREAKEVEN,0.36859042518744023
2025-09-25 16:30:00,2025-09-25 18:00:00,SHORT,FIB_ZONE_TP1_BE,116665.63,108631.51,6.886449762453611,110527.56232,111700.54384,110957.29,113596.59616,108631.51,109794.4,True,0.5,0.5,108631.51,TP1_THEN_TARGET,1.5720778688808994
2025-10-10 21:00:00,2025-10-10 21:30:00,SHORT,FIB_ZONE_TP1_BE,109787.75,102000.0,7.093459880542229,103837.909,104974.92050000001,108432.09,106812.82949999999,102000.0,105216.045,False,0.5,0.5,106812.82949999999,STOP_LOSS_BEFORE_TP1,1.4933406706446442
2025-10-17 16:00:00,2025-10-20 04:00:00,SHORT,FIB_ZONE_TP1_BE,115963.81,103528.23,10.723673187350434,106463.02687999999,108278.62156,106792.6,111213.41844,103528.23,105160.41500000001,False,0.5,0.5,110062.11,TIME_EXIT_NO_TP1,-3.0615510812546884
2025-11-03 18:00:00,2025-11-04 01:30:00,SHORT,FIB_ZONE_TP1_BE,114000.0,105306.56,7.62582456140351,107358.21184,108627.45408,107262.24,110679.10592,105306.56,106284.4,True,0.5,0.5,107262.24,TP1_THEN_BREAKEVEN,0.45581744330530993
2025-11-18 16:30:00,2025-11-19 17:30:00,SHORT,FIB_ZONE_TP1_BE,104534.74,89253.78,14.618068596143258,92860.08656,95091.10672,93499.16,98697.41328000001,89253.78,91376.47,True,0.5,0.5,89253.78,TP1_THEN_TARGET,3.405415620846223
2025-11-21 14:00:00,2025-11-24 02:00:00,SHORT,FIB_ZONE_TP1_BE,93160.0,80600.0,13.48218119364534,83564.16,85397.92,83689.7,88362.08,80600.0,82144.85,False,0.5,0.5,87713.86,TIME_EXIT_NO_TP1,-4.808429233227033
2025-12-01 12:30:00,2025-12-01 15:30:00,SHORT,FIB_ZONE_TP1_BE,89228.0,83822.76,6.057784551934376,85098.39663999999,85887.56168,85430.64,87163.19832,83822.76,84626.7,True,0.5,0.5,83822.76,TP1_AND_TARGET,1.4115661547192007
2025-12-16 12:00:00,2025-12-16 14:30:00,SHORT,FIB_ZONE_TP1_BE,93958.58,85146.64,9.378536797810272,87226.25784,88512.80108,87146.72,90592.41892,85146.64,86146.68,True,0.5,0.5,87146.72,TP1_THEN_BREAKEVEN,0.5737680087099136
2025-12-19 03:30:00,2025-12-19 07:00:00,SHORT,FIB_ZONE_TP1_BE,90365.85,84450.01,6.546543854785863,85846.14824,86709.86088,86891.39,88105.99912000001,84450.01,85670.7,False,0.5,0.5,88105.99912000001,STOP_LOSS_BEFORE_TP1,-1.3978474967427823
2026-01-08 16:00:00,2026-01-09 11:00:00,SHORT,FIB_ZONE_TP1_BE,94789.08,89311.0,5.779231109743867,90603.82688,91403.62656,90667.67,92696.45344,89311.0,89989.33499999999,True,0.5,0.5,90667.67,TP1_THEN_BREAKEVEN,0.3740776618611719
2026-01-21 16:30:00,2026-01-21 17:00:00,SHORT,FIB_ZONE_TP1_BE,92082.55,87263.53,5.23336940603839,88400.81872,89104.39564,87602.4,90241.68436,87263.53,87432.965,True,0.5,0.5,87263.53,TP1_AND_TARGET,0.29012047615133435
2026-02-06 14:00:00,2026-02-09 02:00:00,SHORT,FIB_ZONE_TP1_BE,91224.99,60000.0,34.228548558898176,67369.09764,71927.94618,67114.64,79297.04382,60000.0,63557.32,False,0.5,0.5,70460.0,TIME_EXIT_NO_TP1,-4.984545845735
2026-02-23 00:30:00,2026-02-23 01:30:00,SHORT,FIB_ZONE_TP1_BE,71126.0,64290.71,9.610114444788124,65903.83843999999,66901.79078,66740.47,68514.91922,64290.71,65515.59,True,0.5,0.5,64290.71,TP1_THEN_TARGET,2.752932366223977
2026-02-28 04:30:00,2026-02-28 06:30:00,SHORT,FIB_ZONE_TP1_BE,69988.83,63030.0,9.942772296665057,64672.28388,65688.27306,65663.2,67330.55694,63030.0,64346.6,True,0.5,0.5,63030.0,TP1_AND_TARGET,3.007620706879954
2026-03-08 21:00:00,2026-03-08 22:00:00,SHORT,FIB_ZONE_TP1_BE,70096.0,65618.49,6.387682606710789,66675.18236,67328.89882,66936.05,68385.59118,65618.49,66277.27,True,0.5,0.5,65618.49,TP1_AND_TARGET,1.4762896824655745
2026-03-22 23:00:00,2026-03-23 01:00:00,SHORT,FIB_ZONE_TP1_BE,71777.0,67360.66,6.152862337517584,68402.91624,69047.70188000001,68103.9,70089.95812,67360.66,67732.28,True,0.5,0.5,68103.9,TP1_THEN_BREAKEVEN,0.2728331270309009
2026-03-29 20:30:00,2026-03-29 22:30:00,SHORT,FIB_ZONE_TP1_BE,71817.09,65000.0,9.4922949398256,66608.83323999999,67604.12838,66614.05,69212.96162,65000.0,65807.025,True,0.5,0.5,65000.0,TP1_AND_TARGET,1.8172405070702138
2026-04-02 15:00:00,2026-04-05 03:00:00,SHORT,FIB_ZONE_TP1_BE,69310.0,65712.12,5.1909969701341865,66561.21968,67086.51015999999,66849.99,67935.60984,65712.12,66281.055,False,0.5,0.5,67154.64,TIME_EXIT_NO_TP1,-0.45572183331664545
2026-04-20 07:30:00,2026-04-21 08:30:00,SHORT,FIB_ZONE_TP1_BE,78333.0,73724.31,5.883459078549273,74811.96084,75484.82958,74837.17,76572.48041999999,73724.31,74280.73999999999,False,0.5,0.5,76572.48041999999,STOP_LOSS_BEFORE_TP1,-2.3187814557926156
2026-04-29 18:00:00,2026-04-29 19:00:00,SHORT,FIB_ZONE_TP1_BE,79472.82,74937.52,5.706730930146938,76007.8508,76670.0046,75150.37,77740.33540000001,74937.52,75043.945,True,0.5,0.5,75150.37,TP1_THEN_BREAKEVEN,0.07080803461113257
2026-05-18 13:00:00,2026-05-18 15:30:00,SHORT,FIB_ZONE_TP1_BE,81791.48,76051.0,7.018432726733879,77405.75328,78243.86336,77280.91,79598.61664,76051.0,76665.955,True,0.5,0.5,76051.0,TP1_THEN_TARGET,1.1936097802161005
2026-05-29 16:00:00,2026-06-01 04:00:00,SHORT,FIB_ZONE_TP1_BE,77414.62,72512.49,6.332305189898227,73669.39268,74385.10366000001,73649.23,75542.00633999999,72512.49,73080.86,False,0.5,0.5,73408.01,TIME_EXIT_NO_TP1,0.32752548804651616
2026-06-10 08:30:00,2026-06-10 09:00:00,SHORT,FIB_ZONE_TP1_BE,64234.68,60755.0,5.4171360392859444,61576.20448,62084.23776,61261.55,62905.442240000004,60755.0,61008.275,True,0.5,0.5,60755.0,TP1_AND_TARGET,0.6201483638595533
